site,regime_ref,T_amb,HR,LF,P_mesuree,P_ref,delta_P,T_norm,I_ineff_ref,cluster_fcm,u_0,u_1,u_2,cluster_gmm
Site_2,1,39.29,77.4,0.7258,55.87,50.0,0.1174,0.643,0.3327,1,0.09673629516849813,0.79600562313933,0.10725808169217187,1
Site_2,0,25.84,50.01,0.8827,51.16,50.0,0.0232,0.1947,0.102,0,0.9599061101213715,0.032859327621633294,0.007234562256995174,0
Site_2,1,37.01,67.8,0.689,62.67,50.0,0.2533,0.5671,0.3747,1,0.025812601919853604,0.9202195144452058,0.053967883634940615,1
Site_2,1,30.08,66.02,0.7063,55.52,50.0,0.1103,0.336,0.226,1,0.19586495621496078,0.7416211051708316,0.06251393861420763,1
Site_2,1,42.09,55.96,0.7678,61.62,50.0,0.2324,0.7363,0.4087,1,0.10609058319246847,0.6967764282480744,0.19713298855945702,1
Site_2,1,30.59,72.59,0.627,60.7,50.0,0.214,0.3531,0.2945,1,0.0999698328427869,0.7963709062869757,0.1036592608702374,1
Site_2,1,37.43,62.53,0.6293,63.19,50.0,0.2639,0.5811,0.3962,1,0.051099840079087064,0.758246807266591,0.19065335265432204,1
Site_2,2,43.23,40.16,0.6148,79.35,50.0,0.587,0.7742,0.6122,2,0.033772500894741424,0.12751539821456515,0.8387121008906936,2
Site_2,1,29.21,77.5,0.7318,60.63,50.0,0.2125,0.3069,0.2567,1,0.14893450518192594,0.7918727573709973,0.05919273744707672,1
Site_2,1,26.0,61.84,0.6018,62.96,50.0,0.2591,0.2001,0.2663,1,0.2172497791919442,0.6011918780667223,0.18155834274133356,1
Site_2,0,27.18,42.75,0.895,47.18,50.0,-0.0564,0.2392,0.1047,0,0.9444958792172515,0.04478794287512346,0.010716177907625121,0
Site_2,0,20.88,50.49,0.9179,52.16,50.0,0.0432,0.0295,0.0462,0,0.9212338010984394,0.06079773899175742,0.017968459909803218,0
Site_2,0,26.53,53.26,0.8661,43.21,50.0,-0.1358,0.2178,0.103,0,0.917084895205978,0.06538393819352518,0.01753116660049684,0
Site_2,0,25.68,58.11,0.9279,47.94,50.0,-0.0411,0.1893,0.0807,0,0.9635137641834195,0.028916475911551318,0.007569759905029297,0
Site_2,1,26.0,63.82,0.6903,56.91,50.0,0.1382,0.2,0.1941,1,0.36403821247548057,0.5442385184163718,0.09172326910814761,1
Site_2,1,28.07,72.15,0.7884,57.9,50.0,0.1581,0.2689,0.2076,1,0.4003181955445848,0.5385600678246285,0.061121736630786606,1
Site_2,1,34.43,67.94,0.7153,63.2,50.0,0.2639,0.481,0.3441,1,0.0072426701897331325,0.9836301025248267,0.009127227285440177,1
Site_2,2,41.96,51.25,0.4029,64.3,50.0,0.2861,0.7321,0.5044,2,0.05778917392809376,0.1924953122371942,0.749715513834712,2
Site_2,0,20.45,57.24,0.8715,43.48,50.0,-0.1304,0.015,0.0309,0,0.9212662549054356,0.05935726196939471,0.019376483125169618,0
Site_2,1,30.28,66.29,0.698,61.69,50.0,0.2338,0.3428,0.2856,1,0.07799400321057096,0.8701328049488287,0.05187319184060025,1
Site_2,0,26.53,48.28,0.8297,44.71,50.0,-0.1059,0.2178,0.1103,0,0.907915150138511,0.07390385569865474,0.018180994162834207,0
Site_2,1,34.06,66.38,0.7258,60.18,50.0,0.2036,0.4688,0.3105,1,0.003572776925387991,0.9935151049360383,0.00291211813857379,1
Site_2,1,26.9,74.26,0.6695,63.2,50.0,0.264,0.2301,0.2655,1,0.2000103694518243,0.6770469147053042,0.12294271584287153,1
Site_2,0,27.45,57.45,0.7873,52.39,50.0,0.0477,0.2483,0.1509,0,0.6888762642793965,0.26926102294251836,0.041862712778085114,0
Site_2,2,41.71,25.0,0.6009,80.77,50.0,0.6153,0.7237,0.61,2,0.03355492269939784,0.12353488733312573,0.8429101899674764,2
Site_2,0,22.63,60.43,0.75,53.91,50.0,0.0782,0.0876,0.1159,0,0.7087395894762916,0.23599040535484203,0.05527000516886635,0
Site_2,0,22.96,59.2,0.836,48.95,50.0,-0.0209,0.0987,0.0673,0,0.969374973724612,0.02438214531943942,0.006242880955948572,0
Site_2,0,15.0,53.6,0.9303,52.49,50.0,0.0498,0.0,0.0364,0,0.8951232278097957,0.07998265696562235,0.024894115224581844,0
Site_2,1,35.23,54.96,0.6059,61.68,50.0,0.2335,0.5077,0.3616,1,0.059506806914933014,0.7839760144595649,0.15651717862550207,1
Site_2,1,30.88,53.7,0.7778,54.65,50.0,0.0931,0.3628,0.2133,1,0.3029413178777004,0.6414481485760675,0.05561053354623228,1
Site_2,0,23.17,35.0,0.8726,45.63,50.0,-0.0873,0.1055,0.0624,0,0.9794476906577675,0.016027047876013133,0.0045252614662194485,0
Site_2,2,39.81,52.3,0.4641,74.65,50.0,0.493,0.6604,0.5602,2,0.009134297139791673,0.033739155636454306,0.9571265472237541,2
Site_2,2,44.06,64.44,0.436,71.72,50.0,0.4343,0.802,0.589,2,0.016717774625105566,0.05649944223001456,0.9267827831448798,2
Site_2,0,26.37,39.22,0.8648,51.71,50.0,0.0343,0.2123,0.1168,0,0.9265994412642696,0.06104999695286009,0.012350561782870185,0
Site_2,0,17.74,60.61,0.763,43.51,50.0,-0.1297,0.0,0.0474,0,0.8178429060395175,0.13678921046993456,0.045367883490547996,0
Site_2,2,45.03,46.58,0.4936,74.68,50.0,0.4937,0.8344,0.6155,2,0.00867579679061345,0.03051199842150033,0.9608122047878861,2
Site_2,1,28.02,64.98,0.707,65.79,50.0,0.3158,0.2672,0.2942,1,0.16252196150389536,0.7226954687782783,0.11478256971782633,1
Site_2,1,31.84,45.0,0.7943,57.65,50.0,0.1531,0.3945,0.2481,1,0.17768473769413134,0.7738203608401883,0.04849490146568025,1
Site_2,2,40.1,42.17,0.5451,73.65,50.0,0.4731,0.67,0.5384,2,0.007961289721494064,0.03717324476432409,0.9548654655141817,2
Site_2,1,31.0,54.84,0.6113,56.58,50.0,0.1316,0.3668,0.2653,1,0.141247384787717,0.7418115261493831,0.11694108906289995,1
Site_2,2,43.61,38.43,0.3479,67.89,50.0,0.3579,0.7871,0.567,2,0.05385551732772515,0.1553703237803323,0.7907741588919425,2
Site_2,1,31.89,71.93,0.7987,64.41,50.0,0.2882,0.3965,0.3087,1,0.11397168225747181,0.8209870970470102,0.0650412206955179,1
Site_2,0,27.83,62.04,0.8816,47.26,50.0,-0.0549,0.261,0.115,0,0.9197401334543724,0.06537404215854638,0.01488582438708116,0
Site_2,1,30.9,65.24,0.6131,59.78,50.0,0.1956,0.3632,0.2925,1,0.10732755583013218,0.7762123191394481,0.11646012503041976,1
Site_2,0,23.91,35.49,0.759,51.93,50.0,0.0386,0.1304,0.1112,0,0.7635109808907441,0.19428064299190462,0.04220837611735134,0
Site_2,1,28.6,80.0,0.763,63.76,50.0,0.2753,0.2867,0.2716,1,0.18838376415584596,0.7314465669595832,0.08016966888457078,1
Site_2,1,33.64,72.77,0.85,60.8,50.0,0.2161,0.4545,0.2863,1,0.19007867682420707,0.7367250966514297,0.07319622652436324,1
Site_2,0,22.93,58.74,0.9203,46.66,50.0,-0.0668,0.0975,0.0501,0,0.9732653496851238,0.020678701695210393,0.0060559486196660375,0
Site_2,0,25.19,52.26,0.9799,52.48,50.0,0.0495,0.173,0.0868,0,0.8727331591896055,0.09978567572784568,0.02748116508254888,0
Site_2,0,25.23,44.8,0.8751,57.11,50.0,0.1422,0.1744,0.15,0,0.7718437607724072,0.18931166082137932,0.03884457840621348,0
Site_2,0,18.53,41.54,0.8145,50.58,50.0,0.0116,0.0,0.0423,0,0.8821006939778255,0.09126458485487446,0.026634721167299973,0
Site_2,2,44.64,38.72,0.4671,75.31,50.0,0.5061,0.8212,0.6218,2,0.009586983453714282,0.03224072924287599,0.9581722873034098,2
Site_2,2,44.7,40.97,0.3852,66.21,50.0,0.3242,0.8232,0.557,2,0.0517506535961136,0.15836252310292087,0.7898868233009656,2
Site_2,1,34.87,59.92,0.8398,60.79,50.0,0.2159,0.4957,0.3027,1,0.14730331788528997,0.7809896198343786,0.07170706228033137,1
Site_2,2,40.85,62.28,0.417,80.18,50.0,0.6036,0.6949,0.6314,2,0.026266280174965198,0.07818137426352363,0.8955523455615111,2
Site_2,1,29.57,53.19,0.7441,62.69,50.0,0.2538,0.3189,0.277,1,0.12661764963821104,0.8121101107299032,0.061272239631885814,1
Site_2,1,27.87,45.0,0.688,56.95,50.0,0.139,0.2625,0.2168,1,0.2598947240766848,0.6574412795628625,0.08266399636045282,1
Site_2,2,45.76,64.72,0.4458,75.93,50.0,0.5185,0.8588,0.6448,2,0.018157709282860285,0.05692722769278747,0.9249150630243522,2
Site_2,1,35.12,67.52,0.6626,59.21,50.0,0.1842,0.5038,0.3267,1,0.029048784700264934,0.9319377594606348,0.0390134558391003,1
Site_2,2,43.27,53.13,0.5953,69.22,50.0,0.3845,0.7756,0.5254,2,0.033164399355155284,0.17481432902872265,0.792021271616122,2
Site_2,1,32.13,60.82,0.6909,55.51,50.0,0.1102,0.4044,0.2529,1,0.10713003022386859,0.8399732701499172,0.05289669962621414,1
Site_2,2,38.1,35.03,0.4889,71.83,50.0,0.4366,0.6032,0.5098,2,0.02087851441758281,0.09003232116013181,0.8890891644222854,2
Site_2,2,40.9,25.83,0.594,70.1,50.0,0.4019,0.6966,0.5059,2,0.030391744470032896,0.1829381326959622,0.7866701228340048,2
Site_2,0,27.99,43.44,0.8515,49.09,50.0,-0.0182,0.2664,0.1229,0,0.8847266111360688,0.09622686885009823,0.019046520013833015,0
Site_2,1,32.97,64.69,0.6487,54.3,50.0,0.0861,0.4324,0.2603,1,0.12585636378969528,0.7882685229613096,0.08587511324899515,1
Site_2,0,21.01,54.37,0.8556,46.91,50.0,-0.0617,0.0337,0.0407,0,0.952274944560459,0.03677557682860196,0.010949478610939032,0
Site_2,1,34.32,58.4,0.6285,65.99,50.0,0.3197,0.4773,0.3852,1,0.05583778778322003,0.7680209404788028,0.17614127173797725,1
Site_2,1,32.41,59.86,0.6322,61.29,50.0,0.2258,0.4137,0.32,1,0.059658853743979515,0.8578495884859823,0.08249155777003832,1
Site_2,1,36.8,80.0,0.7562,50.0,50.0,0.0,0.5599,0.2447,1,0.23357932938401665,0.6650539503420366,0.10136672027394678,1
Site_2,1,33.3,71.35,0.736,51.98,50.0,0.0396,0.4433,0.2258,1,0.2189997734082185,0.7118318782657559,0.06916834832602557,1
Site_2,0,17.54,67.59,0.8665,48.33,50.0,-0.0334,0.0,0.0267,0,0.9356964058646187,0.04921644676007049,0.015087147375310857,0
Site_2,2,40.15,36.46,0.4583,65.56,50.0,0.3111,0.6715,0.4834,2,0.044372405162775096,0.1823720010560224,0.7732555937812025,2
Site_2,1,37.7,51.97,0.713,62.83,50.0,0.2565,0.5901,0.3794,1,0.03247136285877551,0.9045745299633517,0.06295410717787275,1
Site_2,1,30.11,63.23,0.85,65.47,50.0,0.3094,0.337,0.2872,1,0.25427693637384324,0.6463124318698713,0.09941063175628542,1
Site_2,2,36.48,43.82,0.5212,68.65,50.0,0.373,0.5495,0.4559,2,0.04904479883555763,0.26547390679703414,0.6854812943674082,2
Site_2,1,31.54,62.74,0.8245,50.0,50.0,0.0,0.3847,0.1698,0,0.5679005797222134,0.3750733958162869,0.0570260244614998,0
Site_2,1,40.57,79.92,0.6788,61.29,50.0,0.2258,0.6858,0.4059,1,0.06877732959990367,0.7296240129298236,0.20159865747027275,1
Site_2,1,33.36,77.06,0.7108,64.07,50.0,0.2815,0.4453,0.3404,1,0.018614276333154767,0.9587579603002192,0.022627763366626093,1
Site_2,2,38.64,51.87,0.4742,74.13,50.0,0.4826,0.6213,0.5398,2,0.014253825432742145,0.05518078965467775,0.93056538491258,2
Site_2,2,47.08,25.0,0.415,74.75,50.0,0.4951,0.9027,0.6557,2,0.030304071919064552,0.08940627817690111,0.8802896499040345,2
Site_2,2,42.56,48.14,0.4975,71.68,50.0,0.4337,0.752,0.5589,2,0.00428893668137415,0.017396590209639753,0.9783144731089861,2
Site_2,1,32.36,59.95,0.7007,63.37,50.0,0.2673,0.4119,0.3243,1,0.02662701785538857,0.94545910348948,0.02791387865513135,1
Site_2,1,40.7,65.3,0.7024,59.15,50.0,0.1831,0.69,0.3834,1,0.08007622601702914,0.7585287132618221,0.16139506072114873,1
Site_2,0,18.57,58.47,0.8053,46.34,50.0,-0.0732,0.0,0.0389,0,0.8867134420704056,0.08640696760224131,0.0268795903273529,0
Site_2,2,45.01,44.33,0.5169,75.96,50.0,0.5192,0.8336,0.622,2,0.00926939617947413,0.03297222068914414,0.9577583831313817,2
Site_2,1,29.28,59.61,0.8296,59.87,50.0,0.1975,0.3095,0.2312,1,0.3516534528748028,0.582119789201999,0.06622675792319813,1
Site_2,1,28.95,74.11,0.6484,56.45,50.0,0.129,0.2983,0.2328,1,0.20078033384205576,0.7026999669192047,0.09651969923873951,1
Site_2,1,26.43,66.59,0.6961,52.17,50.0,0.0435,0.2143,0.1553,0,0.49198599991292885,0.4291247704732169,0.07888922961385428,1
Site_2,2,46.68,44.17,0.4638,70.51,50.0,0.4102,0.8894,0.6031,2,0.026474131654137714,0.08863816204642723,0.884887706299435,2
Site_2,2,37.91,65.0,0.6273,77.65,50.0,0.553,0.5969,0.5323,2,0.051739540954452094,0.23970474654064702,0.7085557125049009,2
Site_2,2,41.72,32.12,0.72,78.83,50.0,0.5767,0.724,0.5689,2,0.08253050343575274,0.3281697873350157,0.5892997092292316,2
Site_2,0,21.64,44.29,0.9564,58.0,50.0,0.16,0.0547,0.0999,0,0.7846912222730875,0.1656458753031509,0.04966290242376157,0
Site_2,0,21.06,52.82,0.9756,53.15,50.0,0.063,0.0353,0.0456,0,0.8691799838063461,0.09947041286835476,0.031349603325299166,0
Site_2,1,37.02,68.49,0.6716,56.11,50.0,0.1222,0.5674,0.3193,1,0.06829658038922705,0.8498648923226799,0.08183852728809302,1
Site_2,1,34.32,57.51,0.8269,62.47,50.0,0.2495,0.4772,0.3139,1,0.11838889888353417,0.8149101634327964,0.06670093768366936,1
Site_2,0,20.12,55.3,0.8375,48.31,50.0,-0.0338,0.004,0.0339,0,0.9224578516500737,0.059605488987944724,0.017936659361981567,0
Site_2,1,36.62,74.23,0.6915,65.51,50.0,0.3102,0.5539,0.3951,1,0.035761925709007984,0.870658491094194,0.09357958319679799,1
Site_2,2,41.93,53.63,0.5596,77.51,50.0,0.5501,0.7311,0.5915,2,0.010592474711923532,0.041976157177197326,0.9474313681108792,2
Site_2,2,39.42,32.3,0.44,83.84,50.0,0.6767,0.6474,0.6431,2,0.0397869343592223,0.11371268235785505,0.8465003832829227,2
Site_2,1,31.72,50.75,0.6988,53.81,50.0,0.0761,0.3906,0.2312,1,0.17396267500062773,0.7608863271006906,0.06515099789868165,1
Site_2,2,37.12,37.76,0.4847,68.36,50.0,0.3672,0.5706,0.468,2,0.044137383887269954,0.20316012175978004,0.75270249435295,2
Site_2,1,28.68,46.28,0.7182,56.6,50.0,0.132,0.2892,0.217,1,0.25629795435282776,0.6767397527834863,0.0669622928636858,1
Site_2,0,22.61,49.57,0.8345,50.92,50.0,0.0183,0.087,0.0718,0,0.9466900860307761,0.04262708830567953,0.010682825663544495,0
Site_2,1,28.37,56.91,0.8005,62.0,50.0,0.2401,0.2791,0.2456,1,0.28474050293710984,0.6404473928031399,0.07481210425975014,1
Site_2,1,33.17,61.77,0.673,67.14,50.0,0.3427,0.4388,0.3732,1,0.054667250496066834,0.8307938478407796,0.11453890166315352,1
Site_2,1,40.06,56.28,0.691,62.2,50.0,0.2441,0.6687,0.4057,1,0.06165250837913812,0.7649361288067501,0.1734113628141117,1
Site_2,0,21.56,56.01,0.9153,49.57,50.0,-0.0086,0.0519,0.0351,0,0.9595841107093765,0.031244757170193035,0.009171132120430558,0
Site_2,1,27.19,62.18,0.7187,52.25,50.0,0.0449,0.2397,0.1604,0,0.5043916799726026,0.426659461993024,0.06894885803437355,1
Site_2,0,23.47,60.64,0.8876,51.23,50.0,0.0246,0.1157,0.0741,0,0.9773545012504511,0.018085806509202877,0.004559692240346009,0
Site_2,2,42.07,37.96,0.3801,71.87,50.0,0.4375,0.7358,0.5784,2,0.031072958858750527,0.09610197436018701,0.8728250667810624,2
Site_2,2,43.68,50.72,0.4499,74.51,50.0,0.4903,0.7892,0.6069,2,0.009282259311401794,0.03133499297642393,0.9593827477121742,2
Site_2,1,31.91,74.98,0.7301,65.81,50.0,0.3163,0.3969,0.3352,1,0.05865193375803207,0.8814407657298095,0.0599073005121585,1
Site_2,1,36.55,73.32,0.6208,68.17,50.0,0.3634,0.5517,0.4325,1,0.05717814359107136,0.5754072915097681,0.3674145648991605,1
Site_2,0,22.07,54.75,0.8275,45.64,50.0,-0.0872,0.0691,0.0587,0,0.9411128952770698,0.04571940086368472,0.013167703859245473,0
Site_2,1,39.01,61.51,0.7239,59.1,50.0,0.1819,0.6337,0.3589,1,0.060856047447277684,0.8506141483945115,0.08852980415821067,1
Site_2,1,29.85,59.29,0.6397,60.44,50.0,0.2089,0.3285,0.281,1,0.11501032154474507,0.7885905708796817,0.09639910757557328,1
Site_2,2,42.17,26.91,0.5594,76.81,50.0,0.5361,0.7389,0.588,2,0.008916737634189872,0.03598323186417748,0.9551000305016326,2
Site_2,2,47.86,33.08,0.596,74.55,50.0,0.491,0.9286,0.6268,2,0.04001146033117834,0.14272018517602345,0.8172683544927982,2
Site_2,0,26.08,61.15,0.8945,45.27,50.0,-0.0947,0.2027,0.092,0,0.9584967137523821,0.032862784080492036,0.008640502167125875,0
Site_2,0,21.93,53.24,0.879,53.4,50.0,0.0681,0.0643,0.0773,0,0.9207163723827366,0.06270588333877161,0.01657774427849164,0
Site_2,0,27.95,52.86,0.9418,47.92,50.0,-0.0416,0.2649,0.1043,0,0.8920333796542989,0.08622408930158844,0.021742531044112653,0
Site_2,0,18.06,56.37,0.8458,50.22,50.0,0.0045,0.0,0.0329,0,0.9158455121941436,0.06493370216304455,0.019220785642811936,0
Site_2,1,26.0,45.0,0.7886,61.16,50.0,0.2232,0.2,0.2127,1,0.4179182458449632,0.5022334509385759,0.07984830321646097,1
Site_2,1,37.04,55.29,0.727,66.91,50.0,0.3382,0.5678,0.4055,1,0.05037621648811889,0.8304008211258423,0.11922296238603874,1
Site_2,1,31.59,65.23,0.7027,55.5,50.0,0.1101,0.3864,0.2443,1,0.1267151723943803,0.8207476678293907,0.05253715977622901,1
Site_2,1,36.4,54.7,0.5628,67.76,50.0,0.3553,0.5467,0.4387,2,0.05672522424362715,0.40142486630358315,0.5418499094527898,2
Site_2,2,43.5,48.87,0.6172,65.5,50.0,0.31,0.7832,0.4902,2,0.05931943112044139,0.3473317030001587,0.5933488658794,2
Site_2,1,36.77,73.01,0.55,62.41,50.0,0.2482,0.5589,0.3973,1,0.07545788902091587,0.5418095255435609,0.3827325854355232,1
Site_2,0,24.89,47.74,0.9116,50.27,50.0,0.0053,0.1629,0.0771,0,0.9765738692701286,0.01875106486374821,0.00467506586612318,0
Site_2,0,16.56,44.52,0.8318,42.38,50.0,-0.1523,0.0,0.0336,0,0.8835162592388618,0.08726172811069231,0.029222012650445894,0
Site_2,1,38.81,52.93,0.5844,59.59,50.0,0.1919,0.627,0.3889,1,0.07960170683485678,0.6230726891730665,0.2973256039920768,1
Site_2,1,33.96,51.07,0.6578,62.42,50.0,0.2483,0.4654,0.3431,1,0.026700542323516083,0.9293349074626943,0.04396455021378973,1
Site_2,2,40.6,36.56,0.53,75.15,50.0,0.503,0.6867,0.5607,2,0.0035168953339235302,0.014809035281061967,0.9816740693850146,2
Site_2,0,22.51,56.87,0.8777,45.95,50.0,-0.0809,0.0836,0.0537,0,0.9769112786166828,0.017911926292295353,0.0051767950910218945,0
Site_2,0,21.4,39.59,0.8401,47.45,50.0,-0.0511,0.0467,0.0483,0,0.9513061270335308,0.03782600543533525,0.010867867531134008,0
Site_2,2,44.6,53.33,0.5004,77.48,50.0,0.5497,0.8199,0.6342,2,0.00973180964869616,0.0330721613276096,0.9571960290236942,2
Site_2,0,30.24,43.53,0.9046,48.04,50.0,-0.0393,0.3412,0.1385,0,0.7950321668574022,0.16818913547265074,0.03677869766994696,0
Site_2,0,26.07,38.71,0.9114,48.01,50.0,-0.0397,0.2023,0.0885,0,0.9691696135175188,0.024660996541272445,0.00616938994120863,0
Site_2,0,24.97,58.78,0.8723,42.9,50.0,-0.1419,0.1657,0.0836,0,0.9389873988035157,0.047485900517895474,0.013526700678588735,0
Site_2,1,35.09,62.07,0.6908,60.16,50.0,0.2032,0.503,0.3293,1,0.008814862122221045,0.9805029583721915,0.01068217950558754,1
Site_2,1,30.73,49.07,0.6982,65.05,50.0,0.3009,0.3575,0.3209,1,0.07281799616036182,0.8546604583631672,0.07252154547647097,1
Site_2,1,35.71,53.07,0.7163,50.0,50.0,0.0,0.5237,0.24,1,0.21354686038881418,0.6871941961801742,0.09925894343101163,1
Site_2,1,33.92,56.6,0.7312,56.38,50.0,0.1276,0.4638,0.2735,1,0.05992320854388108,0.9085049847973617,0.03157180665875718,1
Site_2,1,31.85,62.75,0.8016,65.85,50.0,0.317,0.3949,0.3205,1,0.12464066339989348,0.7947620483034504,0.08059728829665615,1
Site_2,2,45.54,25.91,0.491,70.94,50.0,0.4187,0.8513,0.5882,2,0.016867373135182762,0.06150162458652234,0.9216310022782951,2
Site_2,0,23.77,50.15,0.9088,49.3,50.0,-0.014,0.1257,0.0622,0,0.9880895615431301,0.009411513422181592,0.0024989250346884356,0
Site_2,2,37.61,55.57,0.3674,76.16,50.0,0.5232,0.5868,0.5674,2,0.047248002922272415,0.1366859834975993,0.8160660135801283,2
Site_2,2,39.84,49.5,0.4684,65.96,50.0,0.3191,0.6613,0.4814,2,0.04180701132237192,0.17936274299021798,0.7788302456874101,2
Site_2,1,33.48,70.76,0.85,67.34,50.0,0.3469,0.4495,0.3434,1,0.16777160611004405,0.713351355735613,0.11887703815434293,1
Site_2,2,39.99,54.67,0.4046,77.25,50.0,0.545,0.6665,0.5976,2,0.02526913059752792,0.07782252432039677,0.8969083450820753,2
Site_2,0,22.27,47.36,0.8203,50.97,50.0,0.0195,0.0756,0.0712,0,0.9232132080730974,0.06126023004609166,0.015526561880810964,0
Site_2,2,42.96,34.45,0.3047,70.45,50.0,0.4089,0.7654,0.591,2,0.06044709300584232,0.1610763818026759,0.7784765251914818,2
Site_2,2,42.7,45.12,0.4071,74.89,50.0,0.4977,0.7565,0.6073,2,0.018968666729990924,0.05960351291153553,0.9214278203584735,2
Site_2,2,41.8,46.61,0.3715,75.15,50.0,0.5029,0.7266,0.6063,2,0.030884215640468095,0.09115540651555293,0.877960377843979,2
Site_2,0,16.35,53.58,0.838,47.41,50.0,-0.0518,0.0,0.0324,0,0.9207342205112893,0.06065168795527385,0.018614091533436832,0
Site_2,1,34.45,66.21,0.7904,59.59,50.0,0.1918,0.4818,0.2968,1,0.06881999340144754,0.8945434698074534,0.036636536791099024,1
Site_2,0,17.89,53.26,0.8794,46.29,50.0,-0.0743,0.0,0.0241,0,0.9353836959233013,0.049024871197550585,0.015591432879147953,0
Site_2,0,26.29,38.06,0.9191,54.11,50.0,0.0823,0.2096,0.1266,0,0.865665599182583,0.10989034249935219,0.024444058318064718,0
Site_2,1,34.54,66.55,0.7052,66.36,50.0,0.3273,0.4847,0.3759,1,0.0358677617618806,0.8964174839600811,0.0677147542780383,1
Site_2,1,34.13,74.31,0.8312,50.38,50.0,0.0076,0.4709,0.202,1,0.41326315432360194,0.510435477589308,0.0763013680870902,1
Site_2,2,42.1,47.45,0.4468,81.74,50.0,0.6347,0.7366,0.6541,2,0.024394441603510154,0.07296000618741898,0.9026455522090707,2
Site_2,2,42.35,39.45,0.5863,78.41,50.0,0.5682,0.745,0.5992,2,0.02053207881232167,0.08047613080345428,0.8989917903842242,2
Site_2,2,44.14,40.43,0.5685,76.33,50.0,0.5267,0.8048,0.605,2,0.013962166396026142,0.054306729661749695,0.9317311039422242,2
Site_2,2,44.25,58.42,0.3406,83.82,50.0,0.6765,0.8083,0.7192,2,0.05472382112993006,0.13691028772925484,0.808365891140815,2
Site_2,0,31.19,45.25,0.8507,46.24,50.0,-0.0752,0.3732,0.1605,0,0.709470276533322,0.24068851466104907,0.049841208805628985,0
Site_2,2,40.71,51.88,0.581,73.62,50.0,0.4725,0.6904,0.5381,2,0.016122591237629966,0.08067531418064798,0.903202094581722,2
Site_2,0,23.88,41.08,0.9362,43.93,50.0,-0.1214,0.1292,0.058,0,0.9415710338337991,0.044754674752712886,0.013674291413487923,0
Site_2,2,40.42,34.41,0.4147,73.28,50.0,0.4655,0.6806,0.5647,2,0.020197700328360525,0.06753678340945947,0.91226551626218,2
Site_2,1,33.76,56.68,0.7488,60.79,50.0,0.2159,0.4587,0.3079,1,0.014281348272737068,0.9756213447795017,0.010097306947761208,1
Site_2,1,36.13,45.0,0.6047,60.27,50.0,0.2053,0.5378,0.3597,1,0.06416118309695461,0.7715663216217938,0.1642724952812516,1
Site_2,1,29.9,70.09,0.8112,58.81,50.0,0.1762,0.3299,0.2325,1,0.2977187920745508,0.6426853300837568,0.05959587784169229,1
Site_2,1,36.98,77.05,0.6707,61.72,50.0,0.2343,0.566,0.3694,1,0.030103812892952244,0.9050522679847545,0.06484391912229323,1
Site_2,1,32.91,62.78,0.8033,68.76,50.0,0.3751,0.4303,0.3588,1,0.12525240975569896,0.7545533024303234,0.12019428781397765,1
Site_2,0,23.36,62.27,0.8215,47.12,50.0,-0.0576,0.1119,0.0749,0,0.9540979800479702,0.036421431127261955,0.009480588824767813,0
Site_2,1,33.12,59.64,0.653,61.72,50.0,0.2344,0.4373,0.3279,1,0.035125936076940395,0.9159226210636395,0.04895144285942003,1
Site_2,2,42.77,31.61,0.4048,77.64,50.0,0.5529,0.759,0.6335,2,0.021999911264337747,0.0661081355257242,0.9118919532099381,2
Site_2,2,45.67,48.01,0.4782,79.1,50.0,0.582,0.8557,0.6657,2,0.01906826130578457,0.0594178637369825,0.921513874957233,2
Site_2,1,28.47,71.54,0.8102,54.0,50.0,0.08,0.2824,0.1728,0,0.6140764653009863,0.3398882013728477,0.04603533332616592,0
Site_2,1,33.81,62.26,0.7315,59.49,50.0,0.1897,0.4605,0.3002,1,0.010789774229966059,0.9816268151634437,0.0075834106065902065,1
Site_2,2,40.26,53.74,0.4842,79.16,50.0,0.5832,0.6755,0.602,2,0.013340195041141348,0.045572823696776815,0.941086981262082,2
Site_2,1,32.59,47.77,0.6844,62.66,50.0,0.2532,0.4195,0.3239,1,0.02443897384795364,0.9478527276989522,0.02770829845309423,1
Site_2,1,34.84,56.57,0.7368,65.04,50.0,0.3007,0.4947,0.3611,1,0.027047637877176338,0.9358474045490442,0.03710495757377948,1
Site_2,1,36.02,45.0,0.6511,57.6,50.0,0.152,0.5339,0.325,1,0.053148127843660166,0.8729007578322049,0.07395111432413495,1
Site_2,1,28.12,63.62,0.6177,66.19,50.0,0.3237,0.2706,0.3168,1,0.14947991219074672,0.6579937360374128,0.19252635177184055,1
Site_2,1,33.29,56.63,0.7617,57.73,50.0,0.1545,0.443,0.2723,1,0.06746002347039017,0.9028885222322377,0.029651454297372287,1
Site_2,2,41.77,45.78,0.3975,78.86,50.0,0.5772,0.7256,0.6342,2,0.026577771533340712,0.07807516294427774,0.8953470655223815,2
Site_2,1,32.61,56.35,0.7235,58.42,50.0,0.1683,0.4204,0.2782,1,0.036805475450867556,0.9428087474463009,0.02038577710283139,1
Site_2,2,41.23,58.53,0.5831,77.69,50.0,0.5538,0.7075,0.5802,2,0.018662667308484662,0.07722589231901371,0.9041114403725016,2
Site_2,0,23.76,48.04,0.9462,50.92,50.0,0.0183,0.1253,0.0628,0,0.9433334488511201,0.04442168303410176,0.01224486811477795,0
